year,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
MMR,2571442.291,3332301.642,4283222.04,5464328.099,6964331.222,8513348.241,10023969.19,11877528.62,13760289.73,15614178.11,17371991.11,19150496.47,20814823.39,22359151.63,23761850.55,24940555.02,25892543.58
KHM,355380.988,414645.5844,380223.2346,582564.957,885778.3079,1157167.384,1618994.074,2182353.413,2868310.184,3607686.859,4385883.437,5296977.701,6378342.503,7500761.145,8620946.869,9693935.699,10735394.61
CMR,430643.0117,641547.6768,919414.4814,1298252.581,1769781.339,2353559.166,3083986.213,3993761.031,5051869.29,6215888.242,7603329.972,9041112.263,10491365.55,11894340.5,13285423.55,14653412.91,15964330.95
CAN,7060626.931,8623815.405,10003823.55,10819429.53,11831906.07,12768510.22,13651714.3,14617596.08,15529724.48,16131832.99,16612482.61,17052869.8,17424437.52,17668209.34,17774569.59,17745865.3,17638357.16
CAF,30085.40539,55558.60181,91582.34216,151079.325,218080.6958,307778.6974,414508.1445,533827.782,702635.4308,932112.2316,1197671.342,1502132.427,1847839.691,2171146.409,2496433.134,2821135.15,3145145.617
LKA,2598747.578,3288001.777,3896290.392,4530279.017,5358087.901,6240144.985,6871424.778,7548612.253,8117720.848,8579953.176,8984408.738,9249906.123,9449462.566,9528085.442,9453913.977,9254358.162,8967826.99
TCD,21960.18033,43867.40809,68813.32013,113284.1095,199763.7375,323380.2302,483360.3659,732101.0728,1020622.927,1453355.575,2043581.671,2830110.511,3832393.855,4926751.089,6218271.345,7687548.693,9295903.077
CHL,2257392.151,2763190.507,3309395.33,3782257.878,4278485.854,4768063.588,5205002.906,5883453.097,6501094.284,6926229.839,7270335.848,7606233.193,7884759.993,8056494.355,8140356.028,8117687.27,8003495.2
CHN,135162732.6,172025675.1,241777095.1,330885608.8,402612733,455051213.7,517999978.6,596064608.7,662112903.1,720462730.2,757109945,790531520.8,817802841,835264146.7,840443932.8,832033131.1,810285429.7
COL,3237425.619,4353948.941,5759941.226,7367316.297,8840432.931,10473287.16,12194608.67,14439315.19,16784435.4,19006579.9,21062963.53,22830148.38,24472460.54,25874996.56,26990602.18,27755195.33,28169825.76
COM,3626.802805,5897.422008,11613.82965,26825.12683,47407.19193,69773.36007,97617.18236,130948.2737,,225455.9142,293996.3714,371840.3357,453875.2033,527327.3669,602438.7877,679534.8188,756231.3533
CRI,211158.4817,291498.4178,401777.3822,512970.5319,594110.2095,698171.6292,839279.463,1046084.322,1229286.073,1409993.211,1586791.956,1765268.685,1929008.153,2069793.097,2196533.232,2300724.882,2381422.333
HRV,872606.7195,1057600.74,1240525.671,1418271.883,1582828.16,1804031.897,1926871.32,2109011.955,2242602.023,2366881.687,2445167.539,2497030.446,2535436.821,2511239.067,2457906.236,2380515.676,2285692.836
CUB,2035232.692,2518122.472,3323659.817,4103753.781,4846207.159,5247000.449,5640404.262,6031208.892,6428221.157,6727860.91,6959371.423,7087874.86,7142492.131,7123838.997,7028273.207,6834737.495,6550644.023
CYP,132455.7337,171641.6052,194857.411,224907.6561,252458.2873,298378.2102,353876.4246,404481.6522,451253.8838,485142.9143,513301.1944,543118.496,571853.2149,596673.5846,614723.4776,625985.7037,633718.9535
CZE,3810210.634,4158499.414,4436987.87,4679776.037,4952892.477,5356803.882,5733510.042,5964067.229,6149113.268,6337852.782,6406960.691,6501425.638,6545466.044,6406020.838,6202346.649,5959427.935,5704452.485
BEN,55593.74824,94058.05564,147614.3908,244826.9587,331596.6678,446167.206,672405.1429,938942.1183,1285848.871,1708762.373,2246043.319,2921199.304,3729436.793,4643251.306,5645164.583,6722060.098,7863180.523
DNK,3485275.029,3536192.477,3583264.376,3610358.638,3613144.899,3569296.035,3512410.626,3479316.112,3498743.431,3501528.48,3466028.921,3405488.448,3315946.83,3217666.489,3128337.974,3041161.774,2940589.505
DOM,555870.0383,732998.7343,951613.481,1202183.542,1440728.284,1658923.225,1890047.003,2232662.67,2612487.665,3028394.937,3448565.677,3849226.606,4226999.643,4541468.992,4802962.969,4995685.422,5122388.839
ECU,686655.8648,908330,1198620.419,1568205.415,2000597.367,2453050.11,2738398.26,3143716.542,3582936.569,4126433.273,4631836.321,5080680.033,5492187.26,5856505.651,6157774.718,6384281.468,6528373.437
SLV,349236.1325,490920.4268,650403.1189,780280.0858,1003033.806,1307345.572,1556064.684,1840729.427,2176084.108,2539578.335,2907570.292,3256765.685,3583490.884,3875760.168,4134409.419,4347632.218,4507607.824
ETH,107795.7735,192954.605,434628.7383,836431.2214,1551116.69,2574123.29,3324612.556,4824411.117,6888739.544,9874877.508,13666226.88,18455000.03,24426107.48,30829308.62,38017992.59,45801426.37,54065276.14
ERI,36707.41999,48458.59034,66576.98109,106300.6731,200592.6296,289045.0958,470787.4384,727883.0111,968113.1423,1280678.396,1674013.348,2170306.234,2715667.371,3222669.587,3718451.264,4221970.172,4747369.122
EST,594263.5524,676889.5149,740875.7737,798879.5303,854622.2049,823336.1294,829180.9331,860347.1697,860588.5312,841419.4507,823186.2758,815258.8798,805632.9519,781634.3955,747185.3361,707551.2634,669662.346
FIN,2633028.562,2768876.203,2833034.868,2894088.443,2886623.194,2909758.431,2952596.866,2966338.595,2978741.245,2942971.281,2880001.23,2821131.571,2753587.803,2669875.109,2571659.758,2463145.973,2352646.758
FRA,15471582.24,18070766.11,20733972.82,23415875.94,25753956.09,27404231.47,28464806.7,29966492.8,30946619.85,31803191.35,32531098.13,33046680.97,33165543.98,32899036.95,32353094.17,31585332.38,30732713.26
GAB,39896.69946,64314.31466,97690.14144,139468.0178,194006.9175,258362.4571,332049.9273,415446.1696,500503.2107,584785.9269,669783.2512,755744.5751,842370.9378,921305.1431,992000.0502,1053529.056,1106616.457
DEU,50792282.76,51498668.58,52376319.29,52941333.99,53546070.95,53905330,53936582.85,53997468,53517394.13,52800684.2,51613116.24,50073220.46,48457305.11,46566231.57,44591640.19,42417686.02,40018741.43
GHA,1242107.903,1679481.555,2097207.821,2761164.221,3577732.667,4662193.206,5953097.835,7464009.119,9097095.258,10844480.88,12730796.03,14673694,16630763.81,18495381.77,20281013.54,21960493.09,23505522.07
GRC,1560969.667,1864736.869,2254679.598,2685643.613,3139916.392,3751938.534,4198095.969,4490362.458,4746666.903,4979783.047,5189456.587,5403864.497,5543044.854,5594465.534,5574294.676,5502660.922,5390740.159
GTM,244298.2671,345975.9821,463970.4913,630189.1186,814391.6563,1051750.532,1349327.256,1755997.973,2320513.79,3062608.417,3958406.919,4976334.659,6090518.656,7226361.061,8371584.341,9488807.463,10544859.43
GIN,28016.86598,59206.74645,96387.40639,151516.8819,213529.8735,333993.6974,524139.9734,701065.4202,937318.5845,1309167.774,1801649.184,2433012.191,3206736.099,4023049.276,4933448.165,5921108.122,6971864.119
GUY,183151.224,216293.3409,251973.9538,270001.2626,282203.2815,310132.7658,326466.4943,323541.8845,328150.6857,355673.815,372798.5844,369521.7514,358641.446,348584.1185,336071.5508,317467.6418,290499.0407
HTI,101336.6058,134776.5138,218616.9188,360725.1849,563330.8758,886697.0017,1263221.12,1720285.497,2221224.083,2842394.396,3515420.843,4239146.731,5001361.177,5662019.823,6297260.576,6902762.707,7465917.097
HND,116222.5776,167880.996,243896.844,350038.9384,464464.296,586451.3219,713315.8179,905824.8874,1162910.13,1470644.46,1808547.49,2185685.394,2591097.281,2995443.88,3389798.509,3761177.672,4098580.66
HKG,977009.8517,1373285.115,1900054.053,2241489.523,2492956.242,2825236.177,3218313.709,3495095.996,3774372.153,3993080.184,4165185.562,4324601.416,4444876.662,4523369.31,4558070.806,4545934.356,4494210.159
HUN,4621259.856,5123236.015,5406421.031,5702601.03,5999753.822,6430011.718,6620618.179,6755317.592,6843414.272,6808421.507,6710579.624,6598986.547,6435781.75,6215931.075,5962485.345,5685819.6,5400726.693
IND,42973595.68,57116462.43,74020269.25,94813731.96,122995245.5,160419820.7,204343722.6,254249797.6,311805119.8,372721038.6,435373764.3,499138403.6,561959779.3,620249726.3,672567988.9,717316659,754778706.5
IDN,13680850.83,17826898.98,23117955.76,30449469.94,39455445.77,48774452.69,58602575.2,69047217.42,80588722.81,92201173.89,104208605.5,115394045,125292078.1,133606189.8,140988914.8,147238928.6,151945051.8
IRN,2392739.516,3438498.423,5252171.874,7979849.305,10754471.95,13892554.23,18500006.97,23297586.62,27699039.26,30313134.81,33692174.34,37794237.56,41845321.24,45060837.57,47199131.25,48833733.89,50277703.43
IRL,776821.5033,937725.5743,1125222.164,1283474.833,1368800.905,1508280.016,1624691.32,1766980.339,1903157.274,2011771.378,2145675.589,2268996.883,2375905.726,2437622.855,2464799.16,2481081.258,2501808.985
ITA,13103792.1,15639897.63,18929183.74,22339581.58,25536204.69,28033308.34,30070117.41,31987184.7,33695528.3,35060427.48,36208197.35,37062896.09,37346574.53,37112632.73,36517389.34,35637281.03,34500811.17
CIV,94366.8269,196281.1893,382492.3702,582600.8467,962114.2195,1319809.154,1702858.45,2160181.001,2769719.886,3565541.506,4518210.656,5632132.909,6895745.926,8160394.614,9464506.214,10791124.12,12124163.6
JPN,69215028.28,72868048.02,75315253.57,77956886.41,80536846.76,81322369.29,78718200,76710188.03,73969948.09,71222896.26,67654834.05,63531886.52,58840492.1,53794821.65,48931008.34,44483605.05,40475180.96
KAZ,5009470.214,6237588.067,7220993.608,7989640.597,8682941.771,8775341.471,8500772.534,9174877.191,9529021.588,9569224.858,9706245.627,10054024.87,10250246.64,10258823.98,10060202.81,9768237.746,9471172.749
JOR,202713.0119,279603.3935,378310.5535,562507.1906,777205.6975,1293787.099,1634863.444,2155862.551,2779113.977,3260323.214,3830337.739,4467505.601,5088748.075,5625209.115,6117392.17,6557793.998,6930533.037
KEN,391912.6038,696698.9647,1226730.061,1830300.287,2505725.663,3309845.639,4067745.705,5137202.842,6385942.116,8266412.192,10811958.83,14107469.18,17790033.42,20905612.44,24044823.2,27320427.89,30707865.71
KOR,6943956.779,10126376.4,13342663.49,16177465.09,18903645.41,20645001.18,21949116.44,22899504.73,23979528.33,24698351.95,24566599.14,24244042.94,23733810.78,22856797.48,21673134.07,20122658.87,18316588.69
KGZ,1065535.267,1356429.654,1670326.074,1926828.113,2159663.675,2287164.389,2615002.2,2929712.792,3191748.423,3366843.735,3485802.035,3642030.987,3767627.859,3825284.844,3800486.071,3724938.119,3638877.123
LAO,86692.67087,128388.7566,166298.7268,231747.392,321676.7812,436875.1698,561888.6065,741205.3685,971887.2304,1200283.247,1419401.314,1684279.536,1969552.213,2259546.756,2529700.073,2764793.995,2962777.919
LVA,1161068.607,1290857.233,1405270.246,1491769,1581226.872,1518961.736,1516220.602,1535677.141,1518357.468,1461232.402,1405659.016,1365382.739,1329577.592,1277218.483,1211206.815,1133241.092,1053300.666
LTU,915489.5238,1138399.992,1361722.822,1573063.348,1776356.713,1864500.561,1905106.477,2008587.878,2067387.926,2088358.579,2057110.358,2022556.576,1996683.163,1938318.431,1855164.119,1750909.331,1638974.393
LUX,101392.6927,119343.9964,129814.0346,139502.1361,151726.9181,168010.3412,185176.8486,198765.9383,216984.1936,236418.0857,254207.7203,271099.3387,288234.9486,303793.6275,319600.4659,334804.4616,348248.1864
MAC,47267.99056,59061.43693,67774.69016,89805.79923,116477.5676,135393.8775,161407.8805,195726.7358,218346.9538,232913.3786,241613.8733,251150.9575,261243.8018,268713.1497,272118.8158,270517.4751,265377.1454
MDG,525701.4892,694142.3856,944932.3073,1335355.481,1660797.23,2003532.684,2410843.51,3025004.316,3851268.08,4954702.374,6296872.017,7876932.712,9676066.717,11572221.84,13597631.6,15718686.94,17899190.37
MWI,63519.7026,93525.73497,137428.6395,198582.1537,332883.9593,455373.9331,746410.1988,1019383.227,1409310.885,2021464.216,2821295.844,3811235.908,5034633.363,6341118.994,7809521.301,9385395.077,11033751.93
MYS,1595102.635,2284340.898,3172657.769,4219872.764,5586427.718,7122596.682,8856446.044,10437260.48,12119432.39,13681152.08,15237587.67,16624091.92,17843503.76,18824460.65,19518655.78,19933522.33,20195273.22
MDV,10408.97951,14915.52552,20939.47255,30055.9426,44001.19884,63020.961,89818.235,120300.8127,,,199647.9789,227134.4274,257287.4601,286595.0394,311749.9455,332062.6632,349216.6179
MLI,38160.27736,87370.20497,152636.0359,205564.3657,260241.0212,334773.5245,514274.0345,719097.6973,996437.1366,1390191.097,1905698.557,2617440.416,3533044.041,4627736.625,5925613.562,7397142.335,9007777.091
MLT,69468.48091,79641.75249,103512.8281,120823.7301,141011.3024,161733.505,181409.1583,202392.3376,219133.3025,233842.7729,243869.8746,252305.4796,259515.2034,262411.379,261738.8663,257602.3055,250570.0732
MRT,10658.32769,19608.88901,32208.29645,59900.39369,104713.8345,154648.7756,225891.1013,308947.0112,409116.4356,544449.7303,716446.7671,921732.8426,1150393.372,1378388.512,1620751.987,1875911.574,2137576.198
MUS,114567.8761,150652.4835,195118.0574,242027.0906,278721.6637,334062.4434,385978.4923,436768.8312,502599.6049,562173.0585,616874.0288,668393.4162,716366.5459,760223.5603,797930.9112,828116.7285,851198.2615
MEX,4662299.667,6541217.554,8908028.966,11996005.24,16066271.3,20165617.31,23810753.2,27544907.33,32487536.05,37506148.47,42353531.73,46725306.13,50589304.32,53541507.19,56027890.09,57895663.15,58927233.02
MNG,236747.0148,315413.5931,416090.8537,540907.1865,709994.2956,863434.4758,961906.5835,1121277.55,1256226.757,1357207.487,1445453.902,1531481.316,1615762.18,1662764.617,1677839.051,1668458.846,1644321.665
MAR,528652.1511,821659.2409,1327420.406,2146018.726,2961803.354,3815604.496,5030400.973,6122693.427,7382761.305,8613932.858,9854191.375,11271415.8,12757926.67,14172625.42,15405477.6,16441435.16,17327957.59
MOZ,72222.95088,138341.7201,262223.219,333023.26,362875.6517,616619.9675,1065587.083,1477225.768,1997510.359,2722967.611,3699025.704,4853482.999,6157570.031,7537947.318,9086068.867,10787539.82,12590440.81
NAM,34016.2965,43290.82531,51884.63354,66380.02206,101552.6767,140030.2686,175320.8944,211339.2405,266657.399,356753.8821,449731.468,553064.499,679694.9822,789016.4961,899027.606,1001968.333,1097689.968
NPL,302377.1082,455910.4255,703770.839,989731.9461,1529821.418,2318790.46,3362626.26,4512637.388,6010183.357,7688820.316,9436053.849,11374048.75,13486455.11,15683049.48,17871615.3,19992450.72,22028971.43
NLD,5021871.439,5667763.183,6356354.329,6995483.14,7535192.423,7898703.834,8202220.614,8522015.64,8776271.786,9044970.338,9268754.855,9374106.281,9348581.663,9220543.374,9061863.052,8870376.388,8631727.56
NZL,873002.9904,1112413.57,1263604.203,1455580.396,1633100.984,1832789.808,1949920.974,2178292.693,2359961.018,2497601.064,2613093.892,2702988.944,2768647.161,2813934.299,2836549.339,2832399.584,2803459.329
NIC,288138.1165,379197.609,482207.1637,617622.4005,751133.8567,916937.4663,1088675.122,1310042.772,1566349.891,1855753.45,2128649.801,2415128.674,2696646.017,2929670.746,3122358.574,3273303.101,3381668.825
NER,9192.868905,17365.38326,30352.84103,54322.83723,125494.2732,241603.2101,372956.1171,581125.4012,866594.0178,1290992.172,1882264.65,2685440.746,3762689.255,5107958.368,6857571.539,9078179,11776701.33
NGA,2420387.924,3590447.848,5803677.436,8200583.896,11626163.19,16222112.86,21709879.22,29043660.47,37710350.23,47455421.08,58460488.82,70316191.65,82622400.47,94439870.22,105734687.5,116475764.1,126587856
NOR,2659771.142,2717916.597,2768585.677,2825514.157,2836170.971,2803931.49,2785756.662,2827066.087,2891978.674,2938948.877,2957377.027,2976118.588,2983963.466,2984526.445,2980838.42,2965403.127,2932926.049
PAK,3569013.458,4868042.561,6890029.635,9600724.949,12974094.67,17201658.48,23301323.88,31506573.45,40333810.23,49888792.81,58954866.42,69767612.45,82059750.9,94290824.67,105740216.8,116193328.6,126021269.5
PAN,247760.2822,323826.7439,425686.6503,541289.7904,657324.8435,774840.5937,876195.0619,1020317.786,1167144.801,1325863.338,1483407.082,1628998.88,1759387.943,1873918.541,1972629.502,2050438.565,2103834.012
PRY,261674.3057,341517.3776,439725.2695,563187.8803,700243.0143,862971.613,1081022.736,1358777.042,1662767.992,2005471.413,2358509.798,2713777.976,3062699.692,3354957.674,3614697.145,3838476.867,4025382.711
PER,2308087.136,3081194.438,4056790.445,5229777.632,6541432.889,7953409.859,9053535.719,10415715.55,11953812.97,13409172.88,14753448.58,16117679.86,17385333.86,18479829.46,19344907.68,19968159.96,20347867.95
PHL,6137982.264,7971910.262,10129095.86,12636614.44,15458614.31,18504621.54,21287996.11,25354355.08,29634430.04,33914457.93,38584921.42,42859183.92,46534368.64,49538265.76,51954285.32,53745184.5,54803890.56
POL,7719538.695,9936273.679,12005547.18,13610063.44,14932606.88,16549213.95,18037500.66,19481534.26,20374789.45,21193698.18,21491212.43,21668609.26,21693635.69,21005839.46,19964410.66,18705928.39,17398431.83
PRT,974067.1849,1139115.509,1428741.105,1594200.169,1811786.528,2053455.543,2221889.201,2513349.039,2776330.611,3024530.31,3248226.192,3411682.324,3547749.749,3617751.637,3646771.503,3642163.516,3599995.121
ROU,7232976.926,8538015.035,9472813.591,10806023.42,11992620.35,12785248.14,13229386.18,13763097.15,13855814.49,13791326.05,13729579.44,13581550.18,13288413.81,12795321.35,12155870.65,11434436.85,10680209.19
RUS,48639520.15,58157482.51,65900932.93,70852004.48,76560333.28,81567997.86,85986743.96,88713126.78,86280839.53,82012601.45,78887584.04,76245420.8,73192350.07,69213589.82,64530106.12,59800629.71,55467038.39
RWA,46698.6171,63071.5387,96525.70829,152511.4511,233654.7935,245310.9642,438076.3464,623820.3183,846631.6582,1124386.272,1498217.163,2055200.257,2807779.142,3587348.951,4399800.593,5253168.341,6211034.688
SAU,340769.2524,630339.8929,1127134.923,2007834.029,3000950.227,3898676.75,5447821.195,7205267.704,8987536.589,10872002.14,12804190.02,14859567.78,16914946.02,18757615.99,20430810.99,21876546.52,23067959.79
SGP,443169.178,631123.8733,806342.0903,978370.9564,1197886.145,1351256.024,1519125.416,1682101.787,1889505.557,1999303.207,2032979.947,2066563.902,2087090.796,2093541.355,2072568.951,2008401.21,1903877.646
SVK,1195650.139,1487143.633,1736626.937,1971193.019,2181906.724,2450394.074,2711785.491,2928129.678,3093877.721,3236877.109,3308323.326,3361601.432,3385621.396,3324767.467,3218996.71,3078349.136,2918597.915
VNM,3193425.795,4539369.96,6066235.744,7741791.441,9643773.124,12068842.12,14425703.26,17343918.98,21048046.55,24245235.79,27918511.43,31726879.6,35577726.06,39239669.59,42652261.15,45701768.67,48459454.74
SVN,927838.66,996874.2897,1080022.748,1142486.488,1207920.676,1285879.544,1344791.765,1376611.077,1376005.806,1359232.395,1337158.65,1315297.206,1283094.11,1234914.748,1172941.88,1104267.09,1035237.924
ZAF,2135754.875,2828218.129,3733176.835,4987237.854,6614196.791,9020422.48,11326247.43,13281483.05,14959994.19,17046595.75,19213084.46,21331752,23264862.45,24554454.58,25714300.7,26719728.03,27529219.27
ZWE,469288.3293,613142.5979,840337.4215,1267846.072,1995661.438,2753253.179,3449421.877,4179818.295,4986139.403,5722866.379,6400151.244,7094727.75,7839417.455,8551920.411,9194054.929,9765703.522,10294371.79
ESP,6322264.523,7984166.239,9985311.487,12063387.86,14190077.36,16404219.78,18483473.65,20797210.49,22349911.59,23623730.47,24939744.35,26268565.32,27201718.08,27487503.95,27370630.31,27009882.88,26500556.49
SWE,2888797.402,3171316.532,3518891.366,3865170.508,4187727.391,4417993.076,4628708.269,4959023.938,5296261.264,5442624.687,5591427.469,5763227.491,5875724.071,5943908.084,5968843.065,5936313.292,5867757.809
CHE,3957697.521,4071701.751,4148049.333,4361241.371,4527947.513,4587007.029,4618117.629,4676958.904,4752102.741,4798529.26,4778055.716,4727835.136,4670869.007,4593151.318,4506265.823,4398708.069,4263497.302
SYR,149126.1809,269227.6521,467877.2508,782107.2434,982109.8589,1242774.812,1658684.805,2255173.966,2940459.43,3749493.007,4788379.956,6104132.534,7581058.788,8744295.709,9829768.594,10860789.67,11861770.48
TJK,555818.6038,804139.016,1121705.776,1476557.834,1842631.525,2089385.105,2296070.254,2577142.268,2999660.514,3546449.681,4062146.654,4564532.136,5086406.266,5497007.889,5830020.658,6061462.881,6203960.659
THA,3689647.885,4761977.958,6209970.453,7537446.98,8917929.348,10089975.19,11413680.1,12678092.7,14523979.46,16268797.17,17522920.16,18878670.23,20001550.76,20870844.74,21445054.91,21705867.69,21682145.03
TGO,42185.73192,77005.40594,128426.0233,219733.1711,332169.8577,462996.1644,691038.6692,937453.2075,1246324.29,1647631.762,2142737.676,2722622.873,3370173.664,4032021.264,4723691.133,5431048.348,6134342.7
TUR,2270198.906,3340994.059,4540981.936,6137582.402,7937345.251,10066524.41,12408587,15379383.05,18609827.37,22547631.28,26355403.1,30328097.09,34494597.89,38031968.8,41342280.92,44335003.4,47052869.36
TKM,729052.1427,970697.5428,1240380.304,1495194.198,1760326.001,2082026.338,2402372.839,2788834.62,3143915.619,3368615.206,3577141.074,3780712.178,3971519.431,4108828.985,4164526.899,4152041.848,4111309.349
UGA,270187.6119,372547.8029,533964.3289,804707.1851,1132095.095,1572001.163,2096226.241,2831404.416,3869108.455,5315585.35,7266580.947,9875070.239,13167484.99,16853151.35,20942176.8,25290019.63,29820652.48
UKR,17963595.45,21306895.16,24144720.9,26182074.19,28197907.32,29844371.63,30485860.02,31060899.82,30550705.41,29239053.67,27871891.53,26845389.18,25699126.36,24249184.23,22567936.31,20815011.39,19136307.58
MKD,213994.6481,281126.7089,351658.8532,405630.3979,467722.0358,520198.6148,598878.4903,674427.5653,743151.7527,817508.7126,871271.1971,915479.2143,958621.4995,979712.0157,989582.256,988194.4272,978148.9032
EGY,3295394.139,4485007.86,5596060.37,7447436.395,10011935.99,13433197.21,16859996.55,21086402.35,24940710.84,29096720.25,33487320.52,37922589.68,42147224.79,45856726.75,49035343.59,51738095.5,53894216.2
GBR,10680676.42,12334321.61,14523889,16512982.23,18103518.46,19476483.7,20985307.18,23022215.3,24731240.31,26122172.23,27292040.02,28522593.86,29473689.52,30050211.27,30351863.78,30330284.14,30062204.76
TZA,122325.0639,224328.2042,362240.5353,531587.1707,681268.3471,888160.0604,1035135.328,1328345.097,1750312.748,2526734.25,3695995.519,5309157.579,7323096.2,9235001.228,11459070.67,14029466.97,16906261.1
USA,104099295.3,116563021.7,128149061.3,137008762.6,143749406.3,149614204.3,158164738,166449773.5,173991034.7,179633442.2,184679598.8,189406545.1,193686471.1,196591804.7,198290329.5,198880357.4,198881981.9
BFA,35072.31375,46704.68128,68215.96736,122822.5347,223171.4479,400103.8562,620870.9743,895420.624,1241558.936,1731685.19,2382954.489,3237383.007,4310999.107,5544333.587,6978656.219,8581904.464,10309209.34
URY,539708.5125,615024.2588,716457.7729,815221.084,935953.1264,1076604.31,1196393.356,1288554.462,1411443.431,1543071.362,1669203.406,1782387.969,1884003.035,1964974.24,2029918.536,2078000.05,2111394.915
UZB,4307085.815,5764731.587,7295399.041,8674614.603,9964561.051,11228047.99,12892612.33,14793940.91,16609598.52,17836994.58,19023955.51,20152281.84,21157856.1,21798517.65,21999055.6,21931774.96,21744051.86
ZMB,260308.6436,385354.8577,529821.7212,751705.9889,1021354.972,1293350.611,1590810.957,1933638.378,2411461.608,3077333.808,3897007.558,4801049.811,5797983.67,6743984.483,7699550.121,8638028.492,9550768.217
