year,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
LKA,243536.5883,352751.0175,501864.1634,694256.5889,937153.2974,1244505.708,1747844.454,2069136.103,2465782.003,2827181.305,3172465.123,3522616.355,3858176.238,4198649.153,4527938.33,4819304.984,5064216.43
TCD,2095.337858,3945.799511,6884.327089,11102.69633,16287.25134,22794.96613,32288.1011,53211.94067,70509.57927,96866.99171,133303.3523,184445.659,254032.3778,346459.1184,466959.991,621290.9862,814060.4076
CHL,365445.2189,511297.0178,699057.9577,938272.6291,1229843.652,1586284.904,2181641.788,2645259.653,3193797.097,3791068.767,4353164.779,4889141.389,5438411.162,5999550.693,6552389.61,7088409.854,7589918.118
CHN,5186510.489,7315109.739,10082355.39,13986543.58,20270371.44,30592925.24,43276203.96,52986119.63,65610889.78,77670349.1,89788463.85,99689302.1,110153465.5,121426136.2,132985820.3,144194509,154418258.1
COL,253198.8479,432630.7904,729414.5054,1112327.855,1612141.011,2335990.991,3389119.643,4255242.608,5245337.064,6377222.652,7586665.686,8846540.643,10108103.7,11416248.8,12762190.38,14118967.43,15454780.43
COM,1037.259011,1377.778959,2006.428888,3099.580551,4521.478391,6642.615827,10531.88296,15661.23248,,30804.56338,41009.48381,53688.90389,69487.67597,88253.23018,109502.8794,132890.0515,158514.5608
CRI,45305.12308,66822.5863,100296.5705,146192.0614,201957.6024,276418.9623,396254.0336,491309.7839,603253.3067,720177.7873,840188.6345,964136.8375,1095613.993,1230294.751,1365855.431,1503870.359,1642253.408
HRV,112027.1038,142297.946,174695.0783,207332.8675,237443.3282,277377.7711,294283.861,335722.4794,376860.8026,413183.2459,447976.336,479944.6651,507362.7263,536368.5719,566920.2768,598084.0015,629176.2793
CUB,124325.7324,183714.4606,266425.4161,367968.2033,484660.29,605819.8631,711855.3167,784224.1316,865593.6353,962961.7476,1064608.769,1161789.977,1248138.676,1321397.68,1387084.358,1449852,1511180.405
CYP,12179.39505,19087.45383,27661.47883,36345.31234,46172.62632,59469.63454,77775.38112,95055.93495,114043.3761,134239.3512,153926.5604,171847.3743,189556.1335,208264.7826,227987.329,248264.5232,268594.2047
CZE,359849.444,416024.4755,479321.792,544173.6908,605594.4589,677794.6703,769069.8902,870141.8894,964437.7693,1053465.499,1134799.612,1203214.848,1272951.158,1351455.369,1430570.986,1505067.679,1574092.927
BEN,4258.494056,8960.497692,16708.41993,25161.27982,36055.2545,51215.0475,77068.75331,110102.8248,151094.2974,201626.7012,267482.7127,352862.8816,462975.3852,600997.4573,768089.7187,964949.0923,1193413.362
DNK,263663.2852,352697.086,447069.6342,538344.5616,630957.953,732411.183,819382.3072,904649.8598,978785.2386,1059295.666,1156172.318,1257365.75,1354172.848,1445479.159,1530006.123,1615435.636,1709985.513
DOM,113228.4456,162650.4329,240545.0471,346924.3843,479039.3443,670252.1669,931873.9366,1131639.994,1360356.418,1626353.634,1927923.374,2262057.506,2618788.346,2992701.873,3378202.079,3762526.518,4130478.499
ECU,108578.5475,173305.4706,278996.1843,423325.3294,598145.4778,804207.9256,1152565.825,1398859.634,1678317.795,2024268.209,2421304.233,2842646.023,3273594.457,3711806.454,4155101.969,4592939.836,5016299.394
SLV,34035.24533,56194.64967,87503.77931,120746.1228,165397.6557,235181.539,391687.5592,501161.9379,621266.6496,763306.3985,931233.6252,1115462.291,1312135.7,1519581.526,1737936.403,1965491.576,2197771.417
ETH,15747.69499,26577.15407,39991.84658,71663.44699,124473.909,203459.4561,333783.9968,493695.372,710886.7804,1012660.762,1417615.687,1940245.92,2602928.237,3433430.923,4452682.051,5667941.375,7080345.166
ERI,4927.254968,9320.240693,14620.56577,21884.14978,31856.41191,37381.47938,73569.88017,124762.5575,173786.6069,233406.1457,300970.7917,391141.5697,510118.2254,653267.1953,812289.6336,982929.3234,1168573.999
EST,73329.98385,91530.21056,110873.8258,132236.9986,150528.7512,152531.0219,160448.9273,172569.3316,185955.0927,199007.3869,208217.7968,214561.0915,222480.2891,233472.5278,245836.2256,257581.2374,267894.2421
FIN,349514.1969,456588.0779,572333.0328,699689.5413,827685.5284,963249.7555,1065274.813,1189467.467,1319016.228,1445473.088,1572181.298,1683934.586,1782785.123,1877765.826,1968326.429,2055345.602,2139149.768
FRA,2248512.367,2980542.443,3761089.179,4595261.302,5667899.091,7134189.477,8907349.78,10486146.05,12133112.98,13791596.63,15492897.58,17296075.09,19189831.83,21092109.52,22941553.28,24739511.15,26492947.97
GAB,2625.08755,5747.722607,10446.47595,16469.62864,23161.95327,31801.64818,43642.11327,56351.15763,71159.33933,89508.62138,110152.3285,132273.8166,156632.8637,183701.5638,213694.5228,246214.1418,280961.8428
DEU,6315938.588,7130106.128,7989591.635,9010196.464,10417360.16,11818115.27,12693546.49,13573092.89,14478389.46,15440220.64,16329784.75,17111392.43,17788337.43,18377854.28,18939554,19518514.54,20110858.94
GHA,78438.2237,124365.4771,159855.6567,210115.0015,263392.3301,348241.338,479337.1226,623904.3802,815932.9669,1052105.707,1328669.554,1652402.118,2026905.073,2455910.766,2940156.778,3478339.47,4067946.59
GRC,263375.361,333851.5546,457740.67,590014.419,750100.72,983615.5908,1265812.344,1491116.607,1697004.975,1882119.106,2055254.419,2222341.611,2391162.048,2559406.089,2711143.982,2841826.362,2953262.805
GTM,48631.69481,67396.79043,90269.5709,117981.4447,154997.0514,204314.0487,299008.3213,395349.9525,520675.5626,692657.7421,910723.4957,1181655.427,1506080.601,1883940.35,2312076.39,2784575.467,3294054.457
GIN,13686.67468,23807.12106,45407.76743,69848.37972,92862.01944,121625.1744,149599.9923,179819.2576,222257.7354,286185.9252,369687.7672,477914.3047,616710.6112,790584.3341,1003098.093,1256997.779,1553791.836
GUY,12028.59084,14893.97235,17979.78643,20030.1459,22354.34868,28291.18132,37886.79094,42728.76634,45323.01185,51428.98082,60356.18488,68503.43893,72369.6135,73825.06925,75715.18504,77979.96464,79227.64772
HTI,4605.792294,7712.539952,12587.55884,20447.98614,34635.15778,57959.22336,96149.88484,147382.3171,213872.0229,294118.4712,386786.2891,493377.6234,615450.8449,754783.5146,910878.1968,1081095.926,1263310.808
HND,18677.40747,27683.91632,41306.23932,59526.91156,82377.55492,112603.4437,165527.4532,218493.8891,288592.1275,380224.7924,488378.2533,611170.4148,750862.3254,907382.7179,1079190.23,1262623.002,1453625.644
HKG,119097.2962,175417.1176,276975.6372,416540.5405,586398.3547,859773.4384,1086190.848,1277879.361,1458741.13,1643707.958,1816010.441,1971242.829,2125652.788,2274537.875,2412829.611,2538519.7,2648986.022
HUN,435746.6133,523968.3594,610490.9962,685441.0038,738868.5459,818269.6414,933286.7682,1035912.33,1125229.746,1214244.357,1299635.928,1374079.812,1447035.031,1522856.773,1598140.405,1672163.051,1744091.007
IND,5314202.472,7904595.004,11392826.54,15475890.49,20447996.32,26907947.81,38633849.85,49517123.73,62477358.4,77949998.07,95431182.4,114651423.3,135647378.3,158241654.3,182030626,206419229.6,230837785.5
IDN,797381.4012,1130663.655,1663016.846,2554775.145,3856173.59,5799175.416,8879083.723,11487744.35,14340281.74,17451434.94,20867711.19,24696197.79,28731736.49,32823464.66,36867709.85,41074564.79,45510315.22
IRN,233940.1603,373324.78,585281.1294,944196.36,1484032.232,2348305.913,3240026.892,4530376.234,5995418.211,7452686.417,8581032.145,9858251.069,11462527.63,13286197.73,15088452.65,16711182.36,18276289.38
IRL,151418.166,191415.1364,249563.8318,317326.5967,386600.3001,503673.3565,710030.3699,883270.931,1046079.74,1188654.546,1331123.242,1487292.775,1653373.277,1823938.657,1988132.666,2136782.848,2272688.792
ITA,1352953.585,1668599.023,2046992.455,2443390.657,2957232.632,3520093.166,4086146.931,4690220.499,5200782.164,5699241.038,6211394.307,6732984.75,7282337.659,7842885.915,8364175.098,8846829.31,9323871.648
CIV,13468.7226,27380.92183,48293.7631,79102.39498,116408.4316,175452.0656,283791.2737,385335.5681,522786.3789,699370.4317,911504.3786,1160735.499,1452268.598,1791117.39,2177404.159,2608031.553,3081170.476
JPN,6737891.693,9285620.269,12172093.66,15351661.16,18863552.14,23027700.22,28762500,32606449.11,35978325.94,38987899.59,41906716.93,44563631.69,46895683.01,48744180.09,50015742.27,50765085.98,51100078.44
KAZ,387675.6514,563729.8285,778322.6995,1008521.357,1241989.836,1360387.269,1614052.151,1850054.37,2152681.519,2438675.491,2678968.808,2944135.179,3284142.104,3641100.981,4001891.782,4321250.736,4607095.203
JOR,306.471279,617.217376,984.30549,2059.168774,3946.843623,9358.072106,16275.68339,33943.5094,67720.47502,88253.35041,118360.3811,156374.5034,202555.3421,256380.3849,316213.9791,381749.0723,453321.7616
KEN,85461.62376,140509.5438,231692.8088,350720.4545,522759.7674,746176.0937,1119436.556,1503816.277,1973744.369,2535935.738,3211358.525,4079778.833,5205939.789,6562485.065,8092990.785,9788951.118,11692733.15
KOR,571056.7338,926179.9976,1545648.014,2585613.052,3935115.422,5710258.244,7691147.842,9458164.154,11194465.34,12903199.67,14586731.91,16017787.38,17165914.64,18151663.4,18960577.81,19574662.66,19950499.67
KGZ,112511.7838,148127.1032,196829.5828,252145.6692,306679.7879,378091.4712,455773.0684,546252.5919,656846.3692,779367.12,903420.4399,1024925.2,1160784.458,1304850.731,1450992.987,1585661.698,1705968.851
LAO,10314.90556,19262.60891,29922.63079,51092.8645,84568.10114,134871.7008,216728.7229,284688.2591,386139.4189,513273.8307,648736.3263,784603.3879,938433.2471,1109413.564,1294232.455,1484029.573,1670126.084
LVA,200080.4786,228009.6854,249099.1912,270102.5572,290369.1953,289340.2146,300655.487,314575.7989,336157.1082,357781.1449,368718.2835,374813.3878,387367.8644,405553.0968,425928.3927,445458.0634,460818.3324
LTU,124856.2533,167785.6764,215275.0885,267263.1542,322316.0009,356695.6096,389766.5778,422915.1053,458134.5806,496503.5088,527242.6442,546858.5699,566015.8877,587258.1167,610729.1023,633347.0507,652667.5729
LUX,13645.77516,18949.85732,23968.58452,30247.25298,37344.6297,45749.36933,54969.33627,62320.20447,70417.58376,79302.2633,88857.54038,98513.59465,107997.3478,117539.8038,127494.4286,138222.568,149863.5936
MAC,6557.589647,7483.045916,8844.191795,12088.3044,18281.14938,24747.96895,33197.34161,42761.37823,53803.29873,65348.5751,74934.37944,82261.05582,88770.18453,95670.80217,103017.4115,110249.9404,116578.9928
MDG,27116.2214,43655.3849,67804.37375,97301.97618,128040.3137,162071.1154,228200.1606,289395.9481,372661.7302,486536.8287,638671.0685,832516.3081,1074706.533,1370959.116,1726402.07,2145042.016,2630634.813
MWI,4332.174944,5994.320095,8870.433534,12197.22437,19006.44675,22942.3927,30392.36187,41349.58952,57021.49075,80124.08832,114147.7387,162141.5628,225709.1762,308076.4451,414089.0357,547616.4288,710366.0167
MYS,67840.85507,121385.9635,203525.1559,321588.1827,508365.1982,775072.396,1389810.657,1966079.129,2623330.89,3368998.554,4171723.774,5062426.477,6006696.824,7002412.845,8024329.866,9038773.792,10023405.98
MDV,53.052575,126.797396,267.165858,449.018325,706.027026,1106.198331,1722.15283,2580.55519,,,7134.12084,8932.885497,10974.39808,13519.17388,16608.39797,20042.76931,23632.81449
MLI,8241.418381,12774.25099,19419.38654,28044.0529,35528.53371,46952.81563,75004.99677,105298.9491,145491.196,201056.1349,277465.5696,379121.0373,516723.3962,698343.249,928515.3416,1211326.473,1548003.832
MLT,6350.182368,7787.460105,9448.02903,11553.63776,14412.51908,18088.55227,24470.66441,31333.23762,38234.69091,45192.73754,51938.31442,58119.98994,64083.15921,70432.90232,77101.20173,83823.72329,90334.74456
MRT,1291.199721,2877.271374,6345.133742,10695.46589,17688.28517,27510.3225,43558.31599,64412.01225,89105.08113,119616.5963,157354.6186,203872.8127,259915.1256,324951.7636,397824.6356,478109.6489,566300.8281
MUS,3946.065438,5566.176451,7889.833939,10123.45636,12816.82121,16293.89366,20153.64237,24563.87685,29209.67919,34678.43469,41081.28593,47749.57328,54907.31304,62766.53992,71467.83177,81062.71384,91474.15648
MEX,642973.7081,1024098.676,1628620.759,2443006.224,3396487.373,4714412.759,7094308.662,8609349.104,10387854.54,12482397.25,14726763.56,17062421.1,19404174.48,21724086.27,23955112.62,26154430.65,28316987.56
MNG,66535.49303,95799.24335,130795.7259,169643.239,199654.351,243331.9126,296291.4549,351022.276,420992.7308,501264.6317,576068.3484,644267.5887,711950.3293,783553.8849,857399.8321,928341.6074,993057.428
MAR,36864.42951,69779.9852,155927.8629,277989.0864,443958.9701,642663.3996,1046474.455,1385260.199,1776154.493,2214070.496,2677325.034,3165714.451,3710885.41,4306216.008,4939344.364,5582793.167,6222970.642
MOZ,2045.28579,4169.58057,8712.013006,13220.19266,15464.93412,26539.51543,44356.90336,64257.4406,88472.83715,122653.5909,171280.1597,239539.6417,327879.6688,437553.8517,571255.5884,733444.2959,928954.725
NAM,6794.672391,9705.544691,12215.40781,15542.09939,22586.05511,27847.22285,33704.23305,40366.09313,49024.4512,60942.7049,76563.10332,93730.46233,111979.3528,132603.5821,157329.633,186399.2738,219098.8084
NPL,21064.39186,43961.76125,83078.23779,134410.7216,201711.357,298745.6952,546875.1083,781558.6451,1079656.313,1460559.643,1907471.273,2399904.652,2963896.384,3613291.483,4347275.77,5148887.501,6007296.143
NLD,763923.8989,987906.5748,1238150.958,1493134.379,1766062.684,2063937.715,2346989.736,2564077.63,2791131.686,3041538.437,3310000.079,3593409.152,3878548.807,4136670.827,4382506.84,4637664.164,4913339.946
NZL,196299.5013,263471.0466,324757.6502,399511.8096,469790.0268,564570.6423,684476.7226,763578.0553,849827.1868,942577.1911,1034968.778,1128024.313,1221444.383,1315710.302,1413194.436,1515317.803,1621507.519
NIC,44547.91149,61917.90905,87620.26491,120091.0705,158985.0831,221508.7683,322678.0544,406061.3369,503606.2857,630822.0384,767902.279,910145.0195,1065596.195,1233062.206,1407328.69,1581611.615,1751939.502
NER,2932.355072,5173.803177,9000.517989,12002.08923,20427.68661,30286.93202,44532.17379,69490.25577,105783.611,157338.505,232492.4596,338830.8961,486575.7804,686420.8377,951800.4384,1300741.642,1754407.791
NGA,371618.3082,684311.6529,1107679.28,1705410.795,2398666.497,3346391.641,5092580.592,6760957.7,8758965.919,11276839.06,14354446.07,18081219.81,22483735.22,27556901.19,33238964.71,39468300.79,46246406.85
NOR,252358.1325,319441.4317,394510.459,479288.3009,585138.459,689737.3042,790843.2878,888143.4258,991572.1783,1107921.996,1231353.604,1350633.53,1464387.135,1575688.069,1684962.678,1797455.223,1913961.068
PAK,435420.3733,627331.2981,889860.5585,1321173.516,1911148.611,2642004.934,4040931.719,5509654.46,7526388.736,9980654.905,12750116.27,15626295.27,18959079.69,22881760.83,27363749.64,32182555.91,37191492.53
PAN,36912.15708,54777.56705,82664.88388,119500.7324,162505.6825,215723.7577,309379.2375,381004.9401,463106.3895,554464.3767,658843.4673,774718.5648,898566.5005,1026960.665,1158904.613,1293361.725,1428191.526
PRY,31751.89524,46208.16659,69188.94857,106251.6839,154580.2031,214186.8157,324574.0559,432257.1931,563364.5601,714503.5429,884561.6637,1073528.254,1281370.654,1506548.59,1744708.675,1991309.197,2242623.551
PER,305802.7402,421210.5269,570283.2008,750921.6059,982844.2826,1319784.012,1790598.072,2173326.646,2623559.524,3172602.45,3744381.428,4337556.716,4994029.155,5708374.876,6463501.554,7240264.259,8026745.258
PHL,1193803.994,1711664.353,2397394.502,3240601.538,4357618.208,6029773.874,8682545.666,10935581.68,13625251.7,16755936.28,20236207.42,24292129.09,28668699.63,33150565.78,37669185.41,42167701.4,46573809.61
POL,1074660.347,1363077.775,1697822.39,2052072.437,2413155.588,2797162.763,3234198.717,3860629.31,4531568.472,5138448.677,5646451.934,6051423.061,6428273.652,6844067.574,7248503.01,7588494.63,7836430.89
PRT,129616.8377,186264.3716,279783.5234,382657.431,492213.8569,690661.423,1040661.489,1278800.126,1487836.767,1687643.395,1889684.85,2097418.578,2292355.487,2476910.309,2638715.397,2777733.301,2897944.229
ROU,568203.0481,694539.0694,842695.1097,976689.1702,1093951.273,1218625.148,1385354.621,1560966.778,1732936.771,1903527.753,2025632.032,2144420.5,2262304.293,2381500.803,2490680.106,2584678.919,2662273.574
RUS,8436549.842,10451239.03,12984061.81,15658522.35,18186232.57,20475716.81,23425236.49,25436206.43,27592962.61,29145043.91,29902504.2,30579206.74,31515181.1,32593531.72,33571458.47,34283237.62,34793750.59
RWA,1273.107844,2971.738483,5583.082771,10465.17148,16203.7893,15139.96613,25245.70109,38011.39507,57956.00154,87455.74829,123203.2324,165658.78,222467.5294,302058.6618,407659.3227,535923.1286,681551.9339
SAU,57979.06468,112425.6697,221508.9726,419922.8035,646956.259,880009.8428,1225609.898,1627872.661,2039707.896,2544954.042,3130277.784,3774377.494,4495925.026,5300971.7,6169960.957,7086140.461,8028625.048
SGP,39966.67739,67368.23731,110322.2979,182736.4236,296202.1501,461868.4251,709539.1329,862449.9538,1037553.846,1253140.716,1443289.689,1591187.729,1719831.962,1840312.849,1961360.08,2080711.332,2183415.007
SVK,136299.7976,177369.4743,225811.1926,276475.8784,323048.9729,379849.8836,435521.1496,499731.824,564214.9737,625324.6593,678663.3824,721177.892,760185.5661,801199.3831,840870.1584,876912.7342,907712.6508
VNM,246318.9618,371150.2498,507479.9725,693647.1913,904268.5195,1204020.15,1827768.839,2450584.141,3238443.355,4121439.101,4939573.074,5873021.228,6908377.728,8042874.095,9244711.102,10511249.23,11829930.43
SVN,100362.4644,116765.6855,135095.7223,155445.1358,177160.5063,203355.5292,222972.115,252251.3529,280881.9589,307217.2716,328648.128,347728.0535,366643.7277,387223.8009,406545.6003,422548.4554,434502.0799
ZAF,373568.5691,501067.1082,663586.1316,880669.3355,1137558.14,1562263.75,2173553.559,2678022.195,3097068.828,3575698.759,4144060.052,4795366.386,5514634.76,6279800.055,7099009.665,7990213.901,8963445.019
ZWE,30973.13815,43524.74504,58201.48135,89759.89175,143812.1056,206657.1285,301627.3928,412663.4008,548320.9181,712478.9549,890376.8954,1079205.744,1285877.831,1520147.671,1787770.662,2085365.309,2408213.9
ESP,419633.3962,574804.8628,792783.9206,1078714.69,1430852.331,1858055.77,2302085.781,2962004.877,3485839.568,3934210.181,4368223.924,4829528.913,5366876.198,5946594.964,6492227.556,6975497.833,7405335.576
SWE,569107.5898,694998.7255,824938.1005,943228.1203,1076182.365,1257658.37,1382951.751,1508927.213,1648639.747,1810878.203,1966456.984,2096723.979,2236703.702,2385181.973,2539107.353,2705619.847,2880944
CHE,446878.3747,528191.3937,600818.3164,711312.5929,850211.0549,977013.9783,1085362.381,1183522.136,1292105.153,1413048.874,1546594.047,1677053.448,1797507.228,1914019.693,2033836.33,2163597.496,2303840.175
SYR,50682.23683,72889.06738,106837.5,150451.1294,199793.5806,260080.9035,335025.9216,470174.2332,649500.8456,838984.6797,1057959.95,1311669.352,1614846.515,1974078.059,2378324.433,2808270.041,3251983.184
TJK,82144.23917,114891.3366,154326.8546,201519.4467,249600.7745,281651.8621,325010.5327,361521.8387,433556.2191,540199.9923,664106.5345,797902.1601,942587.8527,1104675.065,1287146.081,1484380.684,1685463.118
THA,284652.7653,482828.3641,825180.4846,1368986.122,2066018.28,3130426.011,4871464.897,6100318.581,7385990.702,8680999.618,9999734.284,11162764.94,12360344.5,13528477.47,14624032.99,15604896.97,16447602.2
TGO,3480.296287,5698.81402,8872.627106,14554.05926,21730.3163,30435.35361,43933.34845,60754.86121,83312.19718,113549.9062,153206.9024,204551.6611,269682.4628,348925.8673,442409.3783,550449.2364,673709.8137
TUR,369969.0998,541776.8773,787747.9843,1141859.945,1628739.251,2273618.419,3187816.981,4048863.73,4986863.195,6028043.859,7172791.552,8362232.474,9638262.432,11051765.05,12599791.04,14269915.41,16044661.27
TKM,62005.05886,87010.96917,118258.1087,152239.4343,192531.1388,256277.0527,311760.6133,382254.0977,470571.3599,575446.1948,681524.2282,787278.9843,897906.4537,1020430.309,1152058.06,1284091.042,1409669.398
UGA,40903.56446,72135.76968,109223.4923,156864.5338,227307.6523,330960.1311,509939.7304,706824.3907,969348.1307,1326243.19,1801121.459,2419083.747,3231997.342,4280336.911,5590366.604,7163179.451,8988917.778
UKR,2047435.202,2603742.347,3245519.257,3903425.87,4499912.828,5070332.37,5694896.975,6153773.353,6635060.424,7022672.05,7246830.685,7377112.332,7553076.721,7788024.571,8005833.344,8158490.872,8250394.637
MKD,61300.35324,77828.87095,98325.53377,113856.8651,130411.5066,144526.1195,159477.6749,175480.7334,192888.2709,210551.9664,227553.9501,241662.3834,254169.5649,266912.4648,281783.4141,298478.2707,316138.159
EGY,502493.548,772821.7362,1108445.46,1555896.306,2154209.925,3028722.34,4696406.892,6274562.367,8156861.815,10086077.41,12247744.52,14715720.32,17489805.89,20510134.75,23658297.37,26905468.9,30277225.2
GBR,3584746.66,4242208.19,5067697.634,6126020.72,7262983.395,8299636.359,9658561.389,10810986.57,12078570.46,13410117.69,14694131.93,15915077.17,17171242.65,18454045.12,19735949.75,21023272.06,22293296.8
TZA,10726.38299,18508.38429,29496.58848,43363.0716,62917.62761,97248.04791,126941.6615,178851.8845,252281.3338,355535.3384,493333.3282,685878.856,951717.0434,1284877.099,1687764.102,2165726.881,2729322.306
USA,15834224.37,20314185.26,25624696.14,31103676.13,36760899.65,43145797,48904042.21,54442807.39,60648985.09,67447568.49,74536456.86,81691364.04,89156981.95,97018365.92,105408261.3,114354352.8,123884219.7
BFA,2951.190396,5167.421011,8922.378914,15050.44457,26645.74698,42391.30648,70338.77999,118352.5868,175719.0053,251055.4823,350105.5311,480464.5029,649521.1594,864515.5716,1131795.818,1454055.815,1833076.65
URY,28587.97702,36125.91157,46234.31699,58112.1348,70608.2786,84467.80526,97177.52729,113298.9874,132257.2293,154424.5382,181235.7933,211016.4327,242572.0443,275696.5689,310578.7749,347403.8582,386054.1241
UZB,323336.4034,472205.6322,684214.3798,928462.6986,1207089.049,1703886.434,2086675.811,2577093.36,3206838.904,3944057.576,4654759.468,5400502.463,6193824.154,7057843.9,7937597.469,8776015.223,9574415.489
ZMB,30666.36997,51829.72789,78234.32762,107294.9618,142921.8644,186706.4474,241835.5006,307989.7906,392517.0437,500643.0567,646430.8742,826904.8915,1044340.917,1300932.318,1601361.447,1947403.298,2337687.761
